"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YEL047C",295.262333687805,0.0211048374511255,0.0877114079362227,0.240616790309322,0.809852135679757,0.879935493575121
"YER146W",8.75957812705443,0.371346534709489,0.477395988176176,0.77785851558612,0.43665242680408,0.57663107098004
"YER159C",1570.76746358639,-0.080239094327295,0.0370447876373493,-2.16600227575327,0.0303110130361742,0.0689546613811473
"YER084W",159.418640440463,0.533407645669722,0.119286203166425,4.47166253523492,7.76138370889195e-06,4.35514630377379e-05
"YER183C",110.219017333139,0.100202527061843,0.145942379014379,0.686589650919497,0.49234135191338,0.626084349893386
"YEL009C-A",1.46266843499195,0.36714008914142,1.23665153591994,0.296882410668988,0.766556285336958,0.848073281281014
"YEL059C-A",102.914171252814,0.331219462935202,0.14488981751349,2.28600924909278,0.0222537174717864,0.0534396593596927
"YER172C",440.71185987875,-0.0946528292391179,0.0675566289049371,-1.40108869808038,0.161187550849956,0.273472225801348
"YER092W",499.485058440123,-0.182907137379258,0.0659159312080995,-2.77485478892519,0.00552263601472846,0.0162092953159563
"YEL008C-A",0,NA,NA,NA,NA,NA
"YEL032W",715.353576245019,0.115400480954521,0.055148418043202,2.09254381266419,0.03638989678367,0.0807104512758623
"YEL010W",1.24881482005541,-0.199199227337594,1.29064077931076,-0.154341340000099,0.877340603200867,0.92582709271192
"YEL040W",246.856798495992,-0.608886957916781,0.104813586594495,-5.80923692910594,6.2758222780372e-09,5.71274155697997e-08
"YEL059W",33.9421690936521,0.0758075145242423,0.254327860459042,0.298070036005554,0.765649710467131,0.8473603854106
"YER105C",525.426921525701,-0.323238187671383,0.0656412588228539,-4.92431427227357,8.46566894436896e-07,5.67901681283461e-06
"YEL053C",491.236998656219,-0.324665991968909,0.0670778815177184,-4.84013484956512,1.29751055431372e-06,8.36173468335511e-06
"YEL046C",1027.46373248387,0.00434101997810828,0.0461095754908541,0.0941457372334586,0.924993388640717,0.954860083344032
"YER137C",31.2456701426979,-0.415367794535427,0.276580624179961,-1.50179643193358,0.133149690097602,0.235092421578579
"YER013W",358.788217037987,-0.0490190517791793,0.0742292082026149,-0.660374170304735,0.509013743579902,0.641183178055482
"YER147C-A",64.6944243958688,-0.430481072798393,0.18689582101495,-2.30332101841891,0.0212607879070711,0.0515083749640694
"YEL036C",965.90511697102,0.209815303698976,0.0486129408240441,4.31603807838757,1.58854588229243e-05,8.44390082120405e-05
"YER094C",1053.39973977446,0.0426960649405693,0.0501516415184946,0.851339331033144,0.394580882591232,0.537535461339209
"YER038C",177.002087379315,-0.330748724165149,0.1101327740455,-3.00318163264011,0.00267172924414573,0.00858779473571903
"YEL034W",0,NA,NA,NA,NA,NA
"YER144C",843.642839317776,-0.180626115603433,0.0513522854865605,-3.5173919503681,0.000435809738932463,0.00171138228218296
"YER069W",2545.02929955914,-0.560496748698998,0.0308463324888215,-18.1706123054375,8.82084822931518e-74,7.1372641104854e-72
"YEL066W",97.7653372638416,0.53319203812546,0.147458309186259,3.61588330334081,0.00029932520558184,0.00121097370208851
"YER161C",900.474850403168,0.244135346414247,0.0498494627430708,4.89745190780782,9.70873851761507e-07,6.40151632237919e-06
"YER131W",906.060578356135,0.0110279593560799,0.046931630736984,0.234979249237752,0.81422483905473,0.882784052136426
"YER027C",622.066699930423,-0.0339486048175046,0.0601153573103349,-0.564724328963911,0.572261283572954,0.697396885931042
"tH(GUG)E2",0.514419935527849,0.320283754502126,2.24287168142677,0.142800748323855,0.886447546062314,0.929637379531152
"YER088C-A",29.5904677051794,0.145286840717997,0.292726402723338,0.496322980661606,0.619666555143209,0.736251047478606
"YER002W",1212.13288792975,-0.168875721446474,0.0445768450058646,-3.78841798750577,0.000151609622974769,0.000654745963752422
"YEL062W",268.061542197925,-0.0718407193312412,0.0900767057199782,-0.797550473865826,0.425131401273668,0.565518815495762
"YEL074W",0,NA,NA,NA,NA,NA
"YER142C",332.49251843083,-0.259375299654367,0.0884141572778265,-2.93363990157509,0.00335012635895688,0.0104257968454907
"YER035W",909.048855568923,0.113326877437848,0.0535624972004519,2.11578778737171,0.0343628602470912,0.0769174132716653
"YER145C",1698.24320940576,1.60910248108085,0.0377761626989659,42.5957102605581,0,0
"YER176W",650.140326036594,0.0364943322712758,0.0553464715507786,0.65937956384073,0.509652061859374,0.641740559736087
"YER071C",123.579902749606,-0.170807064780626,0.126541575793511,-1.34980984478451,0.177076986156507,0.294708625512887
"YER150W",1113.31386197449,0.399844756896042,0.0454763838549686,8.79236040779342,1.46450091795625e-18,2.8651758257568e-17
"YER177W",6784.69143978134,0.224788268160015,0.0176356563722391,12.7462377024913,3.27157003684022e-37,1.33179316903421e-35
"YER123W",583.03571824141,0.0585680525462973,0.0601159868187751,0.974250871450481,0.329931991480588,0.47113062417652
"YEL018W",83.2009412729287,-0.0381817620183861,0.159068598340799,-0.2400333090041,0.810304434460781,0.880148443675951
"YER116C",373.513474984003,0.378893291109212,0.0802100397353419,4.72376391234059,2.31519172408693e-06,1.43963629598346e-05
"YER043C",1539.21495290652,-0.105721618196838,0.0393754015959701,-2.68496609334031,0.00725371645724001,0.0204564791999789
"YEL004W",147.68973604762,0.243102633862672,0.125421593698092,1.93828372527186,0.0525886168518605,0.110218542808696
"YER141W",1217.86256220718,0.122639543393287,0.0449344366507406,2.72929967602623,0.00634689976290734,0.0183168564711998
"YER170W",359.315044427713,-0.0944263812709861,0.077373547949855,-1.22039616604092,0.222314730061665,0.349748137499797
"YER047C",820.213575887372,0.0178566038283415,0.0518635208213018,0.34429987678367,0.730620776944324,0.821272228750093
"YER132C",445.50739119931,-0.224898733508132,0.0706010472096116,-3.1854872186303,0.00144510487173941,0.00502451847712473
"YEL068C",179.329648748855,0.620054990052442,0.107228137315931,5.78257727470865,7.35647579416854e-09,6.64109398828934e-08
"YER080W",1135.32965481635,-0.0318587672557167,0.0480186916331578,-0.663465958196113,0.507032174754483,0.639475094564549
"YER052C",2470.62950565417,-0.35383991346036,0.0338143866025624,-10.4641825273727,1.26160779625559e-25,3.44524062360798e-24
"YER070W",843.810259520852,0.0468178475875176,0.0564539660492097,0.829310159479452,0.406928923522583,0.547968847463672
"YEL007W",1485.48007420641,-0.175653486467807,0.0395940700501932,-4.43635843057134,9.14934577704668e-06,5.05179546948306e-05
"tE(UUC)E2",0.210504563295615,-1.06562776759576,3.52929122129241,-0.301938179872141,0.762699189898911,NA
"YER068C-A",0.909477208276567,-2.17245614931793,1.60966630608898,-1.34963137458991,0.177134255038046,0.294729095587549
"YER115C",126.596175925564,0.2612501332198,0.129354717949082,2.01964131932657,0.0434206059411082,0.0934270030656675
"tS(AGA)E",0,NA,NA,NA,NA,NA
