"","log2FoldChange","padj"
"YMR272C",0.347496302694843,1.07072795080591e-10
"YDR146C",0.360990513834663,1.13379620417274e-10
"YKR049C",0.382688606033775,1.13379620417274e-10
"YCL043C",0.152014154829552,1.15273790549024e-10
"YNL207W",-0.432487756517878,1.18598241780793e-10
"YJL010C",-0.524080149006821,1.21646285755626e-10
"YDL022W",0.2431890527682,1.27098500451664e-10
"YIL042C",0.40786424700337,1.41828420563173e-10
"YKL093W",0.281661260789798,1.42119061705696e-10
"YNL237W",0.44304341049408,1.52460955758925e-10
"YNL038W",-0.712042164741041,1.5440286481884e-10
"YBL004W",-0.388311747894531,1.59048345351059e-10
"YLR192C",0.333103081120483,1.64005628725696e-10
"YDR462W",0.500866221782798,1.68376576711611e-10
"YLR348C",0.351221466169899,1.68376576711611e-10
"YLR258W",0.305366593790428,1.80621166602128e-10
"YFR033C",0.11145488585595,2.11900096806242e-10
"YDL067C",0.28782585380421,2.78152761731498e-10
"YDR262W",0.194122278077839,3.17135965605544e-10
"YKR039W",-0.256086646209884,3.17854235532208e-10
"YNL284C",0.332401366914877,3.43083907148864e-10
"YOR115C",-0.530672748346943,3.56286549806845e-10
"YKR075C",0.409775109811143,3.78942319859278e-10
"YLR264C-A",-0.938769673336963,3.84263139763763e-10
"YBL027W",0.240594587315456,3.94427250673657e-10
"YGR280C",-0.367750097453689,4.84060962736098e-10
"YOR208W",-0.441035341045645,4.9572230690709e-10
"YML108W",-0.815546558677431,5.42024825481705e-10
"YOR161C",0.426067326516909,5.53489899922772e-10
"YBR280C",0.294530251254766,5.77963995898885e-10
"YJR004C",0.374868857999967,5.77963995898885e-10
"YJR002W",-0.398177046287989,5.92330723596644e-10
"YDR329C",0.265413831960361,6.50630868871745e-10
"YGR072W",-0.501577102634803,6.73115790790011e-10
"YJL033W",-0.394465192516171,6.73309032033795e-10
"YHR088W",-0.386804469224965,6.85995876188826e-10
"YLR037C",1.0713377706259,7.03658202983283e-10
"YMR090W",0.362713388149234,7.14958092401831e-10
"YPL127C",0.404105916914475,7.59014611248822e-10
"YNL061W",-0.337584225092789,8.15569688041405e-10
"YGL215W",-0.227552206633519,8.2699260514422e-10
"YEL063C",-0.320371144131442,8.92946679090625e-10
"YGL178W",-0.347578235627747,9.103166226491e-10
"YML028W",0.190880100287576,9.70759189241117e-10
"YBR162W-A",-0.449618628026919,9.70759189241117e-10
"YDR406W",0.471126228012413,1.07863985676783e-09
"YKR067W",0.247282715892275,1.14111855111632e-09
"YJR089W",-0.391936560930733,1.14920333661096e-09
"YDR178W",0.220630016051636,1.23130074888926e-09
"YBR158W",-0.328666970449445,1.23130074888926e-09
"YLR414C",-0.362803559609432,1.31870784099719e-09
"YIL077C",0.357734204540256,1.32113524404433e-09
"YKL120W",0.350843754155134,1.34781947349755e-09
"YLR129W",-0.402684287430808,1.38971459512224e-09
"YFR049W",0.401826336877204,1.39387054157599e-09
"YDR186C",-0.182277943355984,1.40886074731707e-09
"YHL034C",0.218420705774868,1.46964994587191e-09
"YBR118W",0.149399655698986,1.57163025079447e-09
"YLR131C",0.425996789698539,1.57498757842214e-09
"YML130C",-0.371951421502859,1.59273591192417e-09
"YMR049C",-0.390867444569832,1.7132142032247e-09
"YHR052W",-0.463992268469843,1.80870710904612e-09
"YBR105C",-0.417294727832981,1.95461081717913e-09
"YKR008W",-0.468403149328802,2.0758387918061e-09
"YPL126W",-0.337899244165283,2.10071407553708e-09
"YJR104C",0.180240065441509,2.19512890072792e-09
"YJR010W",0.206019888324116,2.21438608049089e-09
"YBL039C",-0.525702428104138,2.23477253577822e-09
"YLL026W",0.0781287729335056,2.24507732590765e-09
"YDL128W",0.274148227597338,2.30515938117116e-09
"YKL057C",-0.361221709729522,2.30770081674317e-09
"YER100W",-0.288312097845575,2.33749945916488e-09
"YGL106W",0.322188125760249,2.55116360818691e-09
"YCL039W",0.280844791511752,2.57256705869069e-09
"YIR019C",0.461082750585377,2.63115103168027e-09
"YDR079C-A",-1.0529793912898,2.77039571757824e-09
"YBR271W",-0.761066043181597,2.86539565817231e-09
"YDL137W",0.237366852747122,2.94295019055989e-09
"YML030W",0.276933876114057,3.08943624866972e-09
"YFL056C",0.606004775955653,3.19380929758268e-09
"YDR495C",-0.571130545886557,3.22834282548408e-09
"YML073C",-0.295523252806726,3.23274290204141e-09
"YGR245C",-0.383688078480152,3.29213338291131e-09
"YGR030C",-0.787484341844174,3.42539359474189e-09
"YDR294C",0.289819344306035,3.64164995957076e-09
"YDR217C",-0.436887343931078,3.64164995957076e-09
"snR19",1.30504911978007,3.64164995957076e-09
"YFL018C",0.155560182495704,3.93466511392355e-09
"YPR158C-D",0.673973108333413,3.95940252943035e-09
"YOL076W",-0.609099119520677,4.01209526169848e-09
"YER030W",0.242204538142245,4.04355623027015e-09
"YIR018W",0.654102461275286,4.07969873092507e-09
"YMR205C",0.1740785487208,4.60068901236718e-09
"YDR155C",0.135923214309622,4.73630865932528e-09
"YOR109W",-0.400704578290128,4.87962711095753e-09
"YKL146W",0.2901327000198,4.91600729041511e-09
"YCR095C",-0.644479626566364,5.01438711626192e-09
"YDR451C",0.652292554926313,5.08434405515256e-09
"YPR028W",0.391539846947538,5.08434405515256e-09
"YBL016W",0.384664053477499,5.12415173957021e-09
"YFL054C",0.259279779966257,5.15551194070084e-09
"YJL102W",-0.389041269361835,5.24969373897018e-09
"YHR214W-A",1.0536508054143,5.24969373897018e-09
"YHR019C",-0.228519027119886,5.34071074533056e-09
"YEL020C",-0.319926795247319,5.62296371205525e-09
"YJL098W",-0.324298160477736,5.83265886542957e-09
"YGL061C",-0.608750442468715,5.92579380251001e-09
"YBR073W",-0.292143553780759,6.07005473045366e-09
"YGR189C",-0.172917832407965,6.09241809505053e-09
"YPL207W",-0.250887495649981,6.23961568916005e-09
"YLR387C",-0.273845306625497,6.28449496565232e-09
"YLR350W",0.27172360753801,6.505966362552e-09
"YLR250W",-0.366839252014918,6.69471719240899e-09
"YNL031C",-0.150367320973065,6.87118271022658e-09
"YIL094C",-0.218806657652054,7.06696230880375e-09
"YER136W",-0.17873968603475,7.16018584175332e-09
"YMR247C",-0.493951899182824,7.30919858054166e-09
"YPR160W",0.290217286904094,7.55564688141061e-09
"YBR241C",0.259487898276342,7.65139275463728e-09
"YDR534C",0.841757918601321,7.79858663092707e-09
"YOR014W",-0.249485804034216,8.32047488252611e-09
"YOR075W",-0.436593612879381,8.32047488252611e-09
"YCL034W",0.390180421437213,8.39968365182485e-09
"YKL170W",-1.21262897354642,8.51022370165963e-09
"YMR169C",0.446949322145716,9.09966642044928e-09
"YLR027C",0.210783083348971,9.4677724791486e-09
"YJR103W",0.271787444311474,1.02295791748305e-08
"YFL038C",0.198748649041235,1.09445002865905e-08
"YKL143W",-0.427005028685962,1.12967412598795e-08
"YNL221C",-0.313271309155414,1.14069504451289e-08
"YBR114W",-0.545747569927266,1.17886039113991e-08
"YPL159C",-0.299350387487634,1.21597246444394e-08
"YOR315W",0.422206948107354,1.22266234768126e-08
"YER086W",-0.279912826913057,1.22338780683912e-08
"YLR055C",0.411746854035115,1.27302313427084e-08
"YLR256W",-0.257702099757325,1.28780321355682e-08
"YKL220C",0.974828249561266,1.32204886388335e-08
"YPL106C",0.0919128682052882,1.43701346652913e-08
"YIL023C",0.381446585246058,1.46161471898821e-08
"YLL011W",-0.460400456342897,1.59694206630669e-08
"YBR218C",-0.196759009418553,1.64761348433609e-08
"IRT1",-0.27533799941089,1.64761348433609e-08
"YPL024W",0.312183980437845,1.7079960192333e-08
"YOR036W",-0.235808572239235,1.77837181324827e-08
"YDR211W",-0.343738538766561,1.78034006077591e-08
"YGR248W",0.285678054481576,1.84480095066113e-08
"YHR200W",0.303332991196495,1.91650790885763e-08
"YPL135W",0.240428851430206,1.92182811952618e-08
"YDR235W",-0.544161330411517,2.03712571359792e-08
"YLL009C",0.380710968233362,2.03756564199216e-08
"YNL277W",0.26629285480854,2.26828445648904e-08
"YDL020C",-0.139642378642165,2.41857625371416e-08
"YEL052W",0.35816123172379,2.8286223704741e-08
"YDR198C",-0.515968279965296,2.89513247144729e-08
"YOR373W",0.378187793299083,3.05485190370131e-08
"YNL248C",-0.408086553147122,3.06119241959518e-08
"YLR160C",0.60033864160244,3.09328386796969e-08
"YDR411C",0.324052087426288,3.15510916040093e-08
"YDL125C",0.260524987118578,3.30129138094734e-08
"YMR079W",-0.372200420154666,3.30269651138798e-08
"YGR008C",0.195769766248001,3.38047537883467e-08
"YPL260W",-0.255002672099625,3.38186592971457e-08
"YOR071C",0.455517942247189,3.41146846255322e-08
"YMR284W",-0.381291497878426,3.41188598085731e-08
"YKR048C",0.216259770635593,3.42702126818391e-08
"YKL001C",-0.227711445522687,3.42702126818391e-08
"YCR097W",-0.703121487201407,3.4391549767991e-08
"YOR254C",-0.294121106727732,3.49879012464149e-08
"YEL024W",0.19280353787652,3.56619983142394e-08
"YGL001C",-0.371371655344593,3.62738585278831e-08
"YGL059W",-0.3313400596764,3.776780769761e-08
"YHR211W",0.40885776451275,3.78803818750605e-08
"YMR031C",0.144700637270108,3.79097936166552e-08
"YJR151C",0.394810533903425,3.8144749388789e-08
"YPL054W",-0.177332847430885,3.87371269835803e-08
"YGL120C",-0.429016402207947,4.17512951511318e-08
"YCL054W-A",-1.30664202505947,4.37709400125118e-08
"YMR008C",-0.3232392748554,4.43054806300275e-08
"YEL026W",-0.754928485397019,4.58553479137263e-08
"YDR516C",0.22614830400721,4.60652761885221e-08
"YGL036W",-0.268552210926301,4.64478622681054e-08
"YPL250C",0.317275925899912,4.76919403641262e-08
"YHR105W",0.545525157610023,4.78492158735042e-08
"YPR132W",0.281049157946598,5.13571846098198e-08
"YBR009C",0.207812261848904,5.58895408533198e-08
"tN(GUU)P",1.01675108733774,5.64796559539053e-08
"YEL040W",-0.608886957916781,5.71274155697997e-08
"YCR073W-A",0.401726954848061,5.73034778513379e-08
"YPL217C",-0.260600065649001,5.90797164745541e-08
"YDR180W",-0.651523850793219,6.04518222630572e-08
"YMR251W-A",-0.198797584349828,6.48611298520617e-08
"YOR362C",0.215526561856103,6.54245189392535e-08
"YEL068C",0.620054990052442,6.64109398828934e-08
"YNL274C",0.231700234763947,6.8966812182003e-08
"YOL039W",-0.346217066888572,7.15033222787691e-08
"YLR222C",-0.502315419622124,7.24648243545792e-08
"YEL071W",0.209509684996019,7.24745456650661e-08
"YGR065C",0.350445294651297,7.62394426578778e-08
"YDR328C",0.296930981696293,7.80838527507292e-08
"YPR118W",-0.456408058911297,8.12813649352495e-08
"YPL086C",-0.493694680303023,8.23428496501691e-08
"YBR111C",0.309761450872731,8.40291969483688e-08
"YKL019W",0.394351624326365,8.85397000768692e-08
"YKL033W",-0.520531576357874,9.20604467637845e-08
"YDR067C",-0.588442887733181,9.49101811733483e-08
"YIL127C",-0.393092079916258,9.5900215620807e-08
"YPR079W",0.440475378446837,9.78593137559838e-08
"YOR244W",-0.379133021937782,9.87300504727438e-08
"YER024W",0.127139064343857,9.87300504727438e-08
"YIL154C",0.267097302475302,1.01652189265503e-07
"YDR014W",-0.629299544599258,1.05700124804927e-07
"YMR081C",0.186946679517378,1.07886386398357e-07
"YHR081W",-0.294021251607134,1.09036749296607e-07
"YKL210W",-0.140067936506943,1.09371969463491e-07
"YPL186C",0.162389424700462,1.0957937210361e-07
"YFL029C",0.441811315198292,1.10970387726432e-07
"YOR223W",0.379082071303549,1.17236424573084e-07
"YOL085W-A",0.995013385947224,1.24269337818178e-07
"YKR031C",-0.306677883369093,1.28234387278508e-07
"YNL141W",-0.434134904022669,1.35445961740908e-07
"YLR040C",0.62888559535062,1.47785588465582e-07
"YEL049W",-0.814630511545856,1.47920820359149e-07
"YLR072W",0.314714263482356,1.489660462181e-07
"YDR233C",0.138601957526565,1.53051261594871e-07
"YLR336C",-0.376918834308323,1.53386256015433e-07
"YNL307C",0.256419641464177,1.53954952295488e-07
"YOR394W",-2.89028457657918,1.55284389660435e-07
"YOL018C",0.340275599702865,1.5799954019679e-07
"YJL136C",-0.295175664364608,1.63058811128878e-07
"YBR058C-A",-0.570807695295508,1.64752250809947e-07
"YNL118C",-0.253879224993197,1.66229655432902e-07
"YBR039W",0.159066736997675,1.66328879751384e-07
"YNL313C",-0.334857149822863,1.68465031498208e-07
"YKL152C",0.134879547488311,1.70353134442242e-07
"YKR101W",-0.448411462742937,1.71878159294048e-07
"YPR119W",-0.564626133233952,1.74421463576097e-07
"YJL039C",-0.390541238647042,1.77768360185495e-07
"YGR287C",0.612893184071892,1.89243383374076e-07
"YGL191W",0.184718087508577,1.89243383374076e-07
"YIL105C",-0.279414556054333,1.89997171625651e-07
"YLR225C",-0.38476221312543,1.90676490313074e-07
"YHR170W",-0.288603948677137,2.00883637982236e-07
"YMR148W",0.324714596343736,2.01490905821262e-07
"YHL013C",-0.480825977275788,2.06955958796326e-07
"YGR191W",-0.452802077308555,2.07729844832231e-07
"YHR149C",-0.373301813008097,2.09306641808291e-07
"YML027W",0.397876928122527,2.09707099213726e-07
"YMR070W",-0.300023811919545,2.13533268326653e-07
"YNL139C",-0.464593310303609,2.14715881610001e-07
"YKL198C",0.349698147554481,2.14715881610001e-07
"YEL067C",0.830532390429466,2.15478381586901e-07
"YDR060W",-0.273508208593446,2.16203750993928e-07
"YPL266W",-0.467091790182552,2.16459273905225e-07
"YER107W-A",-1.82535272442545,2.17065413261975e-07
"YKL018C-A",0.411967036302392,2.18117377367452e-07
"YLL029W",0.227500580363424,2.31857223661964e-07
"YOL053W",0.289177265656467,2.35700820453067e-07
"YPL043W",-0.321891008795537,2.37635675872203e-07
"YHR215W",0.948384299170698,2.44827529937284e-07
"YNL227C",-0.505265214228374,2.46653603163991e-07
"YPL203W",0.270045269398315,2.46777876493133e-07
"YPL017C",0.405428993308347,2.54627911735087e-07
"YBR197C",0.481012232274269,2.58037970584149e-07
"YLR378C",0.217561858003989,2.60626442226072e-07
"YGR230W",0.453753542288495,2.61708857994314e-07
"YLR066W",-0.59392743563213,2.63208084517871e-07
"YGR214W",0.168053447218113,2.64810878457094e-07
"YPL274W",-0.424238574617241,2.68483898818795e-07
"YOR008C",0.182183747675489,2.71583410129394e-07
"YDL004W",0.206010258892264,2.72812275190604e-07
"YDR056C",0.341484460699923,2.98861627387722e-07
"YGL171W",-0.589297696252427,2.98866766877763e-07
"YIL087C",0.379489728371467,3.00498396531607e-07
"YFR001W",-0.292844723245982,3.00498396531607e-07
"YLR024C",-0.500894182000485,3.07291260881279e-07
"YGL220W",0.419112778384776,3.12751440866323e-07
"YNL132W",-0.472520487760469,3.14312395659465e-07
"YDR463W",-0.192927681623507,3.27083593875258e-07
"YOR215C",0.145586208913962,3.40070020529973e-07
"YKL172W",-0.245555465984874,3.43731138866997e-07
"YML093W",-0.299065930710802,3.45279419671275e-07
"YBR208C",-0.308021197513759,3.49569704564433e-07
"YOL041C",-0.361341678465095,3.5100845024373e-07
"YER073W",-0.218166805683015,3.57444856603662e-07
"YML116W",-0.465565697672764,3.63112738784573e-07
"YDL037C",-0.868269755473357,3.64407179354937e-07
"YBR093C",0.619010538771082,3.75743363836819e-07
"YCL056C",-0.358171724258531,3.77856309592479e-07
"YKR024C",-0.434487568644938,3.79874171022402e-07
"YBR142W",-0.443736727074132,3.81894081491406e-07
"YLR401C",-0.374896383882735,3.83256250949267e-07
"YPL081W",-0.283059157495855,3.83802071563482e-07
"YER039C-A",0.614698097703312,3.83802071563482e-07
"YNL331C",0.498783457655603,3.93483047725583e-07
"YMR304C-A",-1.78373186178162,3.97005617250624e-07
"YJR097W",-0.521450079819132,4.04951989066155e-07
"YLR102C",0.430815085688584,4.05290725618181e-07
"YOR338W",-0.405628874979947,4.07354702030498e-07
"YHR143W",0.26270438985589,4.07800034072705e-07
"YPR112C",-0.327266515343694,4.26268827761958e-07
"YLR239C",-0.402347201184885,4.26446007163938e-07
"YOL124C",-0.555587966923842,4.62696298328423e-07
"YBR203W",0.301557285551236,4.6354660065392e-07
"YER121W",0.42452994364751,4.66223606687514e-07
"YCL035C",0.218464539609922,4.66223606687514e-07
"YPL240C",0.0679223169046679,4.81716661360786e-07
"YNL311C",-0.395965819936695,4.93941033964263e-07
"YHR195W",0.369482830075782,5.01234631950681e-07
"YJL031C",-0.568264910904875,5.15081350464112e-07
"YBR169C",0.126228836273752,5.26347419646996e-07
"YPR089W",-0.260411467157912,5.38041901463366e-07
"YDL066W",0.265074851673882,5.49461271226975e-07
"YBR084W",-0.342715456951416,5.55797732815612e-07
"YDR449C",-0.57123121934092,5.63123538708099e-07
"YNL286W",0.327882210350663,5.6624358157241e-07
"YLR077W",0.290664653926465,5.68111393535378e-07
"YLL015W",-0.269399672017259,5.68111393535378e-07
"YGR155W",0.212073788929125,5.68560738533193e-07
"YJL163C",0.28818881661024,5.68560738533193e-07
"YDL184C",-0.427154482295509,5.73293441945963e-07
"YMR239C",-0.790941539241403,5.86044236457829e-07
"YDR086C",-0.314016633176297,5.9691114177622e-07
"YAL038W",0.106446917642941,6.07676096938617e-07
"YKR056W",-0.375115817433278,6.43601431695342e-07
"YJL207C",-0.427480690218984,6.45609780286002e-07
"YMR147W",0.371678471189941,6.51380063290959e-07
"YLR411W",-0.21763588275909,6.5555200130128e-07
"YJL079C",0.147299941203721,6.63112528311735e-07
"YLR214W",0.398494230229436,6.66961577123702e-07
"YGR140W",-0.350730206047659,6.69058651341285e-07
"YER179W",0.664392403309599,6.75093456526198e-07
"YDR167W",0.369208841465504,6.78776585147114e-07
"YAR068W",0.96005668863474,6.92180160810641e-07
"YBR299W",0.41120695767796,6.99509776558162e-07
"YHR009C",0.198374639707179,7.10026574385316e-07
"YMR032W",0.504623462423766,7.27406103516386e-07
"YGL121C",0.236691171844674,7.34794542865275e-07
"YBL068W",-0.587831925064489,7.63879465848499e-07
"YER003C",-0.316803290489125,7.76122199995807e-07
"YOR144C",-0.531892227130525,7.89702701004346e-07
"YJL036W",-0.229096983898751,7.91122825150685e-07
"YBR016W",0.236302355419781,8.26819411905885e-07
"YDL063C",-0.582990963387768,8.61634512498435e-07
"YKL012W",-0.310293776199618,8.74923554169822e-07
"YLR092W",0.24161791258532,8.80724771084565e-07
"YBL067C",-0.223718819839662,8.93182594676499e-07
"YER019W",0.4163176541366,8.93182594676499e-07
"YAR002C-A",0.243482814100806,9.48923232986154e-07
"YGR187C",-0.379537446088109,9.71409307976487e-07
"YNL070W",-0.397626200980955,9.77037784733704e-07
"YAL024C",-0.61063251446845,9.80178097613481e-07
"YGR067C",0.195250300407849,1.00097425029e-06
"YOR287C",-0.772156237501452,1.12374490396686e-06
"YIR042C",0.631498918525738,1.19250683376592e-06
"YHR016C",0.266888875027362,1.21519727021423e-06
"YKL063C",-0.453806152886026,1.24626298988127e-06
"YLR148W",-0.44620958845886,1.28082566067751e-06
"YBR010W",0.168729227172491,1.28259767460974e-06
"YKL082C",-0.370509356432384,1.3069867277765e-06
"YJL090C",-0.405260715058631,1.32062331674601e-06
"YMR200W",-0.17372585673934,1.38559234313926e-06
"YDL019C",0.221247755861708,1.43250112656275e-06
"YBR189W",-0.218443705652378,1.4346452070467e-06
"YDL151C",-3.16722500398153,1.49173534048394e-06
"YOR021C",-0.37882714030498,1.57005672018147e-06
"YFL044C",0.26260209159486,1.63543037929005e-06
"YCL010C",0.476940912675622,1.63940102595886e-06
"YDR330W",0.23204873486427,1.6600090694278e-06
"YLR454W",-0.266267580885478,1.66267732041221e-06
"YPL163C",-0.278889967206658,1.69225987370379e-06
"YDR025W",0.211402179604457,1.71048257095802e-06
"YDR524C",-0.343010745284371,1.72304620889844e-06
"YDL174C",0.157672807537006,1.76430010650435e-06
"YHR154W",-0.328645069795345,1.87880943564109e-06
"YHR148W",-0.599474207537105,1.87905989595439e-06
"YEL015W",-0.25166093867868,1.8803126100465e-06
"YMR173W",-0.240024271419241,1.88932727684252e-06
"YKR082W",-0.342200140465316,1.94499237495496e-06
"YGL062W",0.1083438855151,1.98430754843018e-06
"YJR048W",-0.232690274602825,1.98860532084388e-06
"YOR147W",-0.314644999662243,2.00485189009613e-06
"YBR275C",-0.278927906293044,2.02175769848428e-06
"YPL098C",0.358542034416139,2.0553413855109e-06
"YMR062C",-0.226905675934617,2.06464436155238e-06
"YAL014C",0.395387766417505,2.10544270192641e-06
"YBR086C",0.169844022436106,2.19359350293669e-06
"YNL006W",0.261845166286637,2.19940641918756e-06
"YDR208W",0.212900261661087,2.22563568014039e-06
"YLR247C",-0.228084759961937,2.33993400219189e-06
"YPR158W",-0.280050576884598,2.36210202229375e-06
"YIR022W",0.369819487057267,2.4023244134589e-06
"YIL144W",-0.325902348741311,2.43168349508023e-06
"YJL107C",-0.665522968019659,2.43190256843488e-06
"YDR179C",-0.828179875936286,2.44257183465358e-06
"YCR042C",-0.26321260930535,2.5094219984637e-06
"YBL028C",-0.576475856591526,2.5432288791894e-06
"YDR395W",-0.317608129159721,2.55769354114759e-06
"YKL085W",0.1820289210165,2.55890956519215e-06
"YDR246W",0.238011504393164,2.60464523549528e-06
"YGR061C",-0.177654956012051,2.65059467513768e-06
"YNL098C",0.230600818113289,2.65126124943334e-06
"YOL149W",-0.506477934373255,2.68122542974754e-06
"YDR083W",-0.412977130937805,2.76930776493822e-06
"YDR266C",-0.395644131933177,2.80344684771641e-06
"YOR320C",-0.362618107022943,2.84122633249543e-06
"YJR088C",-0.586632286700922,2.86400925458109e-06
"YJL066C",0.33008925767973,2.92626738118118e-06
"YKL066W",-0.332988473164291,2.9695558698192e-06
"YDR359C",-0.245027358224629,3.09102332033962e-06
"YJR024C",0.326116853357323,3.10639084221376e-06
"YDR265W",0.406443905026098,3.19268995840695e-06
"YPR097W",-0.299386414798157,3.24026120034337e-06
"YKR098C",-0.480377663308662,3.24026120034337e-06
"YLR059C",0.470711190268269,3.2548651478084e-06
"YBR004C",-0.620782500636856,3.2548651478084e-06
"YBL091C",0.242635955774476,3.2761828643488e-06
"YHR155W",-0.358679883812102,3.27926910914277e-06
"YDR304C",0.27128811697165,3.30213187065427e-06
"YNL215W",0.210007962479024,3.30213187065427e-06
"YER021W",-0.162050065127191,3.32246444836949e-06
"YBR248C",-0.215049298564551,3.37994577825934e-06
"YEL029C",-0.505694694484157,3.38255860138849e-06
"YFR002W",-0.283902036960804,3.38255860138849e-06
"YDR492W",0.231010637856532,3.43239902540917e-06
"YJR003C",-0.424691287249024,3.62425125640968e-06
"YPL215W",-0.303739110118454,3.70578044273892e-06
"YDL055C",0.180688850424502,3.84956657514261e-06
"YDR280W",-0.441093368972808,4.00771822233984e-06
"YOR230W",-0.11968347994415,4.24891468329602e-06
"YJR001W",0.261652040876568,4.3747115085307e-06
"YPL097W",-0.377775137758206,4.61570212182457e-06
"YOL163W",0.651134401309069,4.65360567924483e-06
"YOR184W",-0.196990834075408,4.72275290896345e-06
"YGR220C",-0.463442178941762,4.80851468367282e-06
"YJR005W",-0.343782507599327,4.85098804036245e-06
"YGL030W",-0.320127254087741,4.88974740982797e-06
"YMR299C",-0.406035120979772,5.15421324988733e-06
"YHR059W",-0.511848429807739,5.15421324988733e-06
"YCL059C",-0.456147302895505,5.16813567099998e-06
"YER126C",-0.313249363025963,5.25248764895894e-06
"YJR054W",-0.510560808304912,5.48858939912161e-06
"YNR067C",-0.257531452471945,5.55319493832297e-06
"YOR086C",0.178775386168576,5.66955790406405e-06
"YER105C",-0.323238187671383,5.67901681283461e-06
"YBR085C-A",0.0926012749827138,5.6858741957795e-06
"YBR234C",0.225909411599193,5.71056268166182e-06
"YHR161C",0.15366245001226,5.74798504007516e-06
"YOR107W",0.576215269716622,5.77001551720165e-06
"YPR144C",-0.437508584738044,5.772568510116e-06
"YNL182C",-0.460115987602731,5.80555443298157e-06
"YJL110C",-0.330972985171673,5.85909857779464e-06
"YPL205C",-0.848907095024593,5.95028986650769e-06
"YJR112W-A",0.437224840024586,5.9978086665892e-06
"YKL148C",0.110325775901292,6.10569482931219e-06
"YDR273W",0.471308615923925,6.10606032348445e-06
"YER110C",-0.228936369099284,6.11083501003945e-06
"snR71",-1.86573631707974,6.1117123776426e-06
"YGR031W",0.361178866174919,6.20662540936161e-06
"YDR244W",0.232246896731992,6.23052014323522e-06
"YLR359W",-0.19382940701706,6.26308285196837e-06
"YER161C",0.244135346414247,6.40151632237919e-06
"YOR004W",-0.648761997638358,6.43518864876615e-06
"YBR023C",-0.241796248673794,6.43835104008638e-06
"YER004W",0.159613062775784,6.45436259675084e-06
"YPR048W",-0.386715245661224,6.51529989232874e-06
"YLR262C",-0.776197225896252,6.61303313980181e-06
"YGR210C",0.272992514011936,6.94144634230856e-06
"YFL037W",0.215990996336228,6.9908917833299e-06
"YDL035C",-0.235666422928141,7.13640011115081e-06
"YDR274C",0.540949719475635,7.13990358796056e-06
"YLL034C",-0.418809748086291,7.17752186170166e-06
"YAL042W",0.233158512920774,7.23062914902587e-06
"YLR409C",-0.310017875670521,7.24785242587439e-06
"YNL297C",-0.369074415937179,7.49798103517341e-06
"YPL161C",-0.328523602006026,7.52034809951138e-06
"YBL061C",-0.338619574596131,7.75163844437722e-06
"YOR020W-A",0.308743047023593,7.77890462673992e-06
"YKR102W",0.445888300823679,7.79005980964082e-06
"YDR179W-A",-0.717899573661012,7.95893242167163e-06
"YER058W",0.459045654211441,8.11287781105783e-06
"YOR116C",-0.262538313619698,8.15579740845505e-06
"YLL053C",0.776197250738085,8.30209298320472e-06
"YGR025W",-1.10137932174031,8.35350229731947e-06
"YEL053C",-0.324665991968909,8.36173468335511e-06
"YMR075W",-0.430358827692105,8.41426311160348e-06
"YIL041W",0.209867863146605,8.57062061588048e-06
"YBR265W",0.36686306892609,8.69088755942906e-06
"YOL088C",0.238986217856006,8.78056531754891e-06
"YOR178C",-0.179150875934675,9.003176155985e-06
"YPR011C",0.446612462768825,9.17467324539578e-06
"YOL082W",0.249903934304385,9.26712543576521e-06
"YKL192C",0.225933669220606,9.33193894976258e-06
"YPR125W",-0.377224299051684,9.51678626969289e-06
"YNL074C",0.204753223556301,9.57609654878499e-06
"YDR424C",0.384418329026637,9.64669550346521e-06
"YLL035W",-0.497288090705794,9.73949547019647e-06
"YLR181C",0.259862070062321,9.81796645900721e-06
"YDR165W",-0.483351538029997,1.01907230748233e-05
"YMR129W",-0.280304370507244,1.02498530527873e-05
"YBL007C",0.170812737058761,1.02531779967669e-05
"YOR304C-A",0.604061777459316,1.03742533828943e-05
"YGR268C",0.349462420507959,1.04981536015789e-05
"YOL139C",-0.17151684476587,1.05720495952151e-05
"YNL066W",0.307324145936784,1.08434123651775e-05
"YMR208W",-0.270049056100992,1.11422795167533e-05
"YGL148W",-0.233421476545326,1.11686140045681e-05
"YJL051W",0.362233941843926,1.12405866192751e-05
"YER081W",-0.302207822369581,1.12444697558874e-05
"YJL209W",-0.450817821200032,1.13839576981243e-05
"YKR001C",-0.152528237290988,1.14233499230484e-05
"YCL061C",-0.326096111499794,1.19216225704797e-05
"YKL216W",-0.247593842637327,1.19825516351322e-05
"YIL022W",0.171897174827778,1.24512790324513e-05
"YGR130C",0.113942034224584,1.26015572649924e-05
"YNR032W",0.378442997561643,1.31674847651573e-05
"YER186C",0.431964340368697,1.36154980234718e-05
"snR11",-0.768535703073315,1.37263477860838e-05
"YGR193C",0.217271152968668,1.37950463551271e-05
"YNL261W",-0.418035803888621,1.40925569170442e-05
"YCR088W",0.220017680826223,1.41709565886708e-05
"YER116C",0.378893291109212,1.43963629598346e-05
"YGL131C",-0.425608046115954,1.44055207573179e-05
"YGR205W",0.347624609892117,1.44290630910234e-05
"YHR079C",-0.367575851578831,1.44469763284169e-05
"YIL014C-A",-0.270256900501652,1.45347227122326e-05
"YIL093C",0.323363003401601,1.46104616078267e-05
"YFL055W",0.35044053845117,1.48259136544765e-05
